date,store,item,sales,promo_flag,weather,staff_count,notes
2023-02-22,3.0,2.0,62.29,1.0,sunny,13,Check
2023-01-08,2.0,7.0,67.8,1.0,# *,17,Check
2023-03-28,1.0,8.0,123.13,,# *,13,Check
2023-02-11,5.0,5.0,114.31,1.0,rainy,10,
2023-01-03,5.0,9.0,66.46,1.0,# *,17,
2023-02-17,1.0,5.0,103.79,1.0,rainy,15,Check
2023-02-18,5.0,1.0,77.34,1.0,# *,10,
2023-01-27,1.0,7.0,50.27,1.0,sunny,10,
2023-03-13,4.0,7.0,57.23,,sunny,8,Check
2023-01-25,3.0,6.0,67.02,,# *,11,Check
2023-03-21,2.0,3.0,107.61,1.0,sunny,5,# *
2023-02-04,5.0,6.0,115.35,0.0,rainy,15,
2023-03-26,1.0,8.0,139.27,1.0,sunny,9,# *
2023-02-14,4.0,8.0,70.22,1.0,nan,15,
2023-01-11,5.0,8.0,36.37,0.0,cloudy,17,Check
2023-01-28,2.0,6.0,60.17,1.0,rainy,12,# *
2023-01-22,3.0,6.0,72.6,,# *,11,
2023-03-02,4.0,2.0,,1.0,cloudy,18,
2023-01-10,3.0,3.0,,1.0,sunny,19,# *
2023-02-10,2.0,2.0,63.5,,# *,12,# *
2023-03-04,4.0,4.0,84.36,0.0,nan,13,Check
2023-03-24,5.0,5.0,127.99,1.0,nan,18,Check
2023-01-31,5.0,6.0,99.17,,cloudy,14,Check
2023-03-31,2.0,6.0,62.29,0.0,nan,12,
2023-03-03,1.0,10.0,134.09,1.0,sunny,13,
2023-02-02,1.0,1.0,97.43,,cloudy,16,
2023-02-02,3.0,6.0,56.03,,cloudy,12,
2023-01-06,3.0,2.0,51.72,,cloudy,17,Check
2023-02-07,2.0,5.0,81.92,1.0,# *,6,Check
2023-01-19,4.0,1.0,33.31,1.0,# *,6,Check
2023-02-23,3.0,6.0,80.45,0.0,# *,7,
2023-01-15,5.0,3.0,50.73,0.0,cloudy,12,# *
2023-02-01,5.0,5.0,98.42,,nan,10,
2023-02-26,2.0,1.0,87.41,1.0,nan,5,
2023-01-05,1.0,2.0,63.37,,nan,13,
2023-01-03,5.0,5.0,66.63,0.0,nan,19,# *
2023-02-11,4.0,7.0,67.65,,sunny,8,
2023-01-13,3.0,10.0,49.95,,rainy,6,Check
2023-02-23,4.0,1.0,63.2,0.0,cloudy,17,
2023-02-20,3.0,6.0,81.08,1.0,# *,8,Check
2023-01-11,2.0,1.0,51.9,0.0,rainy,7,Check
2023-03-13,5.0,1.0,79.17,0.0,rainy,8,
2023-02-28,5.0,8.0,65.04,1.0,# *,8,Check
2023-03-24,3.0,5.0,118.08,0.0,# *,11,Check
2023-01-22,3.0,8.0,80.26,1.0,cloudy,17,# *
2023-02-19,1.0,2.0,110.51,1.0,cloudy,14,# *
2023-02-20,5.0,6.0,112.18,1.0,sunny,6,
2023-02-15,1.0,8.0,94.3,1.0,rainy,10,
2023-02-21,1.0,2.0,,0.0,rainy,18,
2023-03-12,3.0,10.0,96.45,0.0,sunny,19,Check
2023-02-09,5.0,9.0,88.24,,# *,13,# *
2023-03-05,2.0,9.0,158.13,,sunny,17,# *
2023-03-10,3.0,2.0,74.11,0.0,cloudy,19,
2023-02-06,2.0,7.0,72.02,,cloudy,19,Check
2023-01-08,2.0,10.0,83.31,1.0,# *,8,# *
2023-03-30,3.0,5.0,114.05,,# *,12,Check
2023-03-14,1.0,3.0,143.51,0.0,rainy,9,
2023-02-05,3.0,1.0,73.54,,rainy,7,# *
2023-02-25,5.0,4.0,101.82,,nan,13,
2023-03-30,3.0,3.0,111.23,,nan,7,Check
2023-02-28,4.0,10.0,99.67,1.0,nan,17,
2023-03-08,1.0,5.0,116.6,0.0,# *,18,# *
2023-03-08,5.0,4.0,97.74,,rainy,13,# *
2023-03-31,2.0,3.0,115.38,1.0,# *,8,# *
2023-02-17,1.0,9.0,104.46,0.0,# *,7,
2023-03-05,1.0,3.0,,0.0,rainy,11,# *
2023-01-13,3.0,7.0,43.09,1.0,rainy,16,
2023-03-03,4.0,1.0,62.62,0.0,cloudy,10,
2023-03-22,1.0,5.0,120.44,0.0,sunny,17,# *
2023-01-31,5.0,,79.72,,# *,19,Check
2023-03-17,1.0,6.0,118.56,1.0,sunny,13,# *
2023-03-27,2.0,1.0,95.08,1.0,cloudy,5,
2023-01-20,3.0,10.0,53.86,,rainy,9,# *
2023-01-01,,,41.14,1.0,sunny,15,
2023-01-08,3.0,7.0,51.48,0.0,cloudy,14,
2023-01-03,3.0,4.0,31.63,,rainy,17,
2023-02-04,5.0,,70.2,0.0,cloudy,8,
2023-03-03,,9.0,,1.0,rainy,17,Check
2023-02-04,5.0,3.0,69.3,0.0,nan,19,
2023-03-17,5.0,2.0,88.57,1.0,# *,7,
2023-01-30,4.0,5.0,34.53,1.0,rainy,7,Check
2023-02-07,1.0,2.0,80.29,0.0,cloudy,9,
2023-01-19,4.0,7.0,49.0,1.0,rainy,18,# *
2023-03-09,1.0,9.0,114.52,0.0,nan,13,# *
2023-02-23,4.0,9.0,107.09,1.0,sunny,11,Check
2023-01-03,3.0,3.0,71.39,1.0,rainy,10,# *
2023-01-08,2.0,2.0,59.14,0.0,cloudy,17,
2023-01-26,1.0,7.0,45.29,1.0,rainy,15,
2023-03-14,3.0,,93.01,1.0,# *,7,Check
2023-01-04,3.0,3.0,56.41,1.0,nan,7,# *
2023-03-21,1.0,7.0,65.13,,cloudy,7,# *
2023-03-16,5.0,9.0,102.09,,# *,13,
2023-03-28,1.0,9.0,123.69,,sunny,15,
2023-02-19,1.0,5.0,129.8,0.0,sunny,10,
2023-02-07,2.0,2.0,54.71,1.0,nan,11,Check
2023-01-17,4.0,3.0,86.84,1.0,sunny,18,# *
2023-01-20,2.0,4.0,80.21,0.0,rainy,16,Check
2023-01-19,2.0,4.0,89.21,0.0,# *,11,# *
2023-02-26,1.0,1.0,135.91,0.0,cloudy,15,# *
2023-01-09,3.0,8.0,58.49,0.0,cloudy,13,Check
2023-02-09,1.0,9.0,101.03,,nan,7,
2023-02-28,2.0,9.0,126.12,0.0,sunny,9,# *
2023-02-01,3.0,8.0,61.49,1.0,nan,19,# *
2023-01-05,2.0,6.0,33.33,1.0,rainy,7,
2023-03-28,5.0,7.0,83.84,0.0,cloudy,15,
2023-02-23,1.0,4.0,108.28,0.0,nan,14,
2023-03-13,1.0,2.0,99.07,1.0,rainy,17,
2023-02-14,1.0,4.0,113.64,1.0,sunny,13,# *
2023-02-26,1.0,7.0,54.33,,nan,15,# *
2023-01-17,5.0,4.0,63.14,,nan,5,Check
2023-02-27,1.0,1.0,116.13,1.0,nan,12,# *
2023-01-11,1.0,10.0,94.72,,sunny,9,# *
2023-01-14,1.0,8.0,86.01,0.0,sunny,9,
2023-01-10,2.0,2.0,45.49,0.0,rainy,14,# *
2023-02-28,3.0,2.0,69.0,0.0,sunny,19,# *
2023-01-14,3.0,5.0,78.11,0.0,rainy,18,Check
2023-01-24,2.0,3.0,70.48,1.0,cloudy,15,
2023-02-16,1.0,7.0,44.79,0.0,sunny,16,# *
2023-03-28,2.0,10.0,104.29,,sunny,19,Check
2023-03-08,5.0,1.0,74.06,1.0,rainy,13,
2023-03-04,1.0,9.0,135.18,,rainy,16,
2023-03-02,2.0,3.0,110.56,,cloudy,11,
2023-01-24,4.0,8.0,50.43,0.0,rainy,19,
2023-02-02,5.0,10.0,67.38,1.0,sunny,14,Check
2023-02-21,2.0,6.0,54.78,,rainy,8,
2023-03-29,1.0,9.0,122.46,1.0,sunny,11,
2023-03-12,5.0,7.0,86.04,,rainy,14,
2023-03-15,2.0,8.0,109.47,,rainy,7,Check
2023-01-25,4.0,3.0,89.89,0.0,cloudy,16,Check
2023-02-15,3.0,5.0,98.2,1.0,cloudy,7,
2023-02-10,4.0,3.0,99.16,,cloudy,18,Check
2023-02-13,2.0,3.0,89.12,1.0,nan,7,
2023-01-21,2.0,10.0,86.29,1.0,rainy,6,Check
2023-01-07,5.0,10.0,80.3,,rainy,8,Check
2023-01-06,4.0,6.0,63.69,,cloudy,9,
2023-01-09,5.0,1.0,44.69,,# *,5,Check
2023-03-29,5.0,2.0,97.91,0.0,# *,14,Check
2023-01-08,5.0,10.0,62.59,1.0,# *,6,
2023-02-05,2.0,7.0,78.22,,rainy,7,
2023-01-28,1.0,9.0,105.35,,sunny,9,Check
2023-03-01,2.0,8.0,93.81,1.0,# *,12,
2023-03-09,4.0,1.0,64.67,0.0,# *,19,Check
2023-02-19,3.0,2.0,80.42,1.0,cloudy,5,
2023-01-29,1.0,4.0,120.8,,rainy,9,Check
2023-02-16,4.0,9.0,102.26,,cloudy,11,# *
2023-03-23,1.0,2.0,,0.0,sunny,17,
2023-03-29,3.0,2.0,81.99,,# *,19,
2023-01-26,5.0,1.0,58.03,0.0,# *,19,
2023-02-10,1.0,6.0,,,# *,5,Check
2023-03-09,4.0,5.0,43.99,,nan,7,Check
2023-02-22,3.0,3.0,92.08,0.0,# *,9,
2023-03-01,3.0,2.0,75.98,,rainy,15,# *
2023-01-05,3.0,9.0,29.94,1.0,cloudy,9,
2023-01-10,2.0,1.0,65.09,1.0,# *,5,
2023-01-21,5.0,9.0,80.18,1.0,rainy,15,
2023-03-15,4.0,5.0,42.15,,sunny,19,
2023-01-25,2.0,2.0,54.54,0.0,# *,5,
2023-03-05,2.0,6.0,78.39,,# *,18,Check
2023-01-02,4.0,6.0,59.12,,nan,15,
2023-01-29,3.0,10.0,67.59,1.0,nan,18,
2023-02-04,4.0,8.0,69.89,,cloudy,10,
2023-02-02,,9.0,90.2,1.0,nan,5,
2023-02-15,2.0,4.0,102.67,0.0,cloudy,6,
2023-02-18,4.0,7.0,75.93,0.0,rainy,9,
2023-03-30,3.0,9.0,64.29,0.0,nan,11,# *
2023-01-31,4.0,6.0,,1.0,nan,10,
2023-02-01,4.0,6.0,89.8,1.0,cloudy,12,# *
2023-03-09,1.0,7.0,51.77,,rainy,17,
2023-03-26,3.0,6.0,101.74,0.0,nan,17,# *
2023-02-19,5.0,9.0,102.12,1.0,nan,6,# *
2023-03-25,5.0,2.0,114.53,0.0,# *,18,
2023-03-17,2.0,10.0,98.43,0.0,nan,12,
2023-02-05,2.0,9.0,124.9,,# *,17,# *
2023-02-07,1.0,4.0,114.13,,cloudy,11,Check
2023-01-13,5.0,10.0,71.59,,rainy,7,Check
2023-03-12,2.0,1.0,111.66,0.0,sunny,16,
2023-01-31,,5.0,83.79,1.0,# *,15,
2023-02-06,2.0,10.0,,0.0,cloudy,19,
2023-01-18,4.0,7.0,39.88,0.0,rainy,13,
2023-03-03,4.0,7.0,57.9,,nan,16,
2023-02-23,4.0,5.0,44.24,,sunny,8,# *
2023-01-31,3.0,8.0,62.92,1.0,rainy,11,# *
2023-02-13,3.0,1.0,61.79,0.0,sunny,10,# *
2023-01-22,4.0,2.0,79.3,0.0,cloudy,12,Check
2023-03-23,1.0,10.0,,1.0,cloudy,14,# *
2023-01-08,3.0,6.0,63.63,1.0,# *,6,Check
2023-03-12,3.0,3.0,134.09,,# *,7,
2023-03-02,4.0,3.0,125.19,,sunny,11,Check
2023-01-25,5.0,,,0.0,sunny,7,Check
2023-01-29,2.0,5.0,91.81,0.0,cloudy,14,# *
2023-03-14,4.0,5.0,59.89,1.0,rainy,17,
2023-02-15,4.0,7.0,53.93,1.0,sunny,6,# *
2023-03-22,4.0,8.0,82.66,0.0,cloudy,17,# *
2023-03-13,1.0,3.0,126.97,1.0,sunny,16,
2023-01-14,5.0,2.0,64.41,1.0,# *,8,Check
2023-02-05,4.0,1.0,65.42,0.0,rainy,18,Check
2023-03-06,1.0,5.0,110.32,,nan,19,
2023-03-09,1.0,10.0,130.32,1.0,sunny,15,
2023-03-12,1.0,5.0,136.92,0.0,sunny,18,Check
2023-03-14,5.0,4.0,90.92,,sunny,18,
2023-03-31,2.0,1.0,99.45,1.0,rainy,12,Check
2023-02-05,3.0,4.0,49.7,,# *,6,Check
2023-02-02,1.0,8.0,83.72,0.0,nan,18,
2023-01-13,1.0,6.0,75.05,,sunny,11,
2023-03-24,2.0,1.0,95.49,,# *,17,Check
2023-02-17,5.0,9.0,88.93,1.0,rainy,14,Check
2023-02-26,5.0,8.0,68.84,1.0,# *,18,
2023-01-10,4.0,3.0,80.09,,# *,14,
2023-03-06,3.0,5.0,109.94,1.0,rainy,16,
2023-03-17,5.0,8.0,257.25,1.0,cloudy,8,# *
2023-03-07,3.0,4.0,59.19,,sunny,15,
2023-01-30,1.0,7.0,41.68,1.0,rainy,13,Check
2023-02-09,2.0,2.0,56.43,1.0,# *,15,
2023-02-26,1.0,9.0,120.3,,sunny,6,
2023-01-01,5.0,10.0,61.82,,nan,7,
2023-03-09,5.0,1.0,69.96,0.0,# *,16,
2023-02-24,2.0,6.0,52.91,,cloudy,11,
2023-02-08,3.0,4.0,,1.0,# *,14,
2023-03-26,3.0,,129.29,,rainy,5,Check
2023-02-27,2.0,2.0,77.02,0.0,# *,16,# *
2023-02-02,3.0,9.0,40.8,,# *,16,
2023-01-09,5.0,7.0,45.52,1.0,# *,12,Check
2023-02-04,5.0,9.0,86.0,0.0,rainy,16,Check
2023-02-13,3.0,7.0,58.77,0.0,rainy,7,Check
2023-02-01,2.0,1.0,,0.0,sunny,10,Check
2023-02-26,5.0,6.0,139.98,0.0,nan,11,# *
2023-02-12,5.0,7.0,72.73,0.0,# *,17,Check
2023-02-22,2.0,2.0,80.5,,cloudy,17,
2023-03-05,3.0,7.0,77.01,0.0,cloudy,11,# *
2023-01-23,5.0,5.0,89.4,,sunny,13,# *
2023-02-08,3.0,7.0,48.04,,sunny,7,
2023-01-08,4.0,4.0,52.03,,cloudy,6,
2023-01-02,,5.0,82.24,1.0,nan,10,Check
2023-01-12,2.0,3.0,72.55,1.0,rainy,5,# *
2023-03-30,4.0,4.0,95.33,0.0,cloudy,7,# *
2023-03-05,2.0,7.0,86.07,1.0,# *,6,
2023-02-10,3.0,7.0,59.7,0.0,sunny,12,Check
2023-03-06,1.0,1.0,105.86,,sunny,15,
2023-01-27,1.0,8.0,86.66,,# *,9,Check
2023-02-20,2.0,8.0,100.73,0.0,# *,11,# *
2023-02-07,3.0,8.0,63.6,,# *,19,
2023-01-01,1.0,4.0,101.14,1.0,nan,6,
2023-01-07,3.0,9.0,45.24,0.0,# *,8,
2023-01-06,2.0,3.0,,0.0,cloudy,7,# *
2023-03-16,4.0,5.0,53.23,1.0,# *,19,
2023-01-04,4.0,3.0,70.91,0.0,nan,12,
2023-01-24,4.0,10.0,66.04,0.0,rainy,10,
2023-02-02,2.0,1.0,58.99,0.0,sunny,15,
2023-03-22,5.0,9.0,96.88,1.0,# *,10,# *
2023-01-25,1.0,6.0,87.21,1.0,cloudy,16,
2023-01-01,3.0,9.0,42.64,0.0,rainy,19,Check
2023-02-02,3.0,5.0,83.53,,cloudy,10,
2023-01-03,1.0,5.0,63.79,1.0,# *,15,
2023-02-21,5.0,3.0,59.82,1.0,nan,17,
2023-01-14,2.0,10.0,69.86,,sunny,5,
2023-02-28,5.0,3.0,58.26,0.0,nan,5,
2023-01-13,2.0,6.0,40.47,0.0,cloudy,11,
2023-02-24,5.0,9.0,90.88,0.0,cloudy,10,
2023-01-24,2.0,4.0,81.25,1.0,cloudy,11,
2023-01-31,4.0,4.0,54.42,,cloudy,19,
2023-02-22,5.0,2.0,78.92,1.0,sunny,13,Check
2023-02-13,5.0,9.0,79.81,0.0,rainy,18,
2023-01-30,1.0,3.0,105.34,0.0,sunny,7,
2023-02-20,1.0,3.0,109.99,0.0,# *,8,Check
2023-01-29,3.0,1.0,69.72,,nan,5,Check
2023-03-21,4.0,7.0,71.28,0.0,sunny,16,Check
2023-01-09,2.0,5.0,64.22,,sunny,11,
2023-01-31,3.0,9.0,35.49,,sunny,14,
2023-02-11,4.0,2.0,92.74,1.0,nan,13,# *
2023-01-03,4.0,1.0,25.75,0.0,rainy,6,Check
2023-01-30,5.0,1.0,69.71,0.0,rainy,17,Check
2023-02-19,5.0,5.0,124.91,1.0,sunny,10,
2023-02-25,1.0,1.0,129.12,0.0,sunny,11,
2023-01-02,1.0,10.0,76.33,1.0,sunny,16,
2023-01-09,5.0,2.0,49.74,0.0,cloudy,12,# *
2023-02-09,4.0,5.0,34.26,1.0,nan,10,# *
2023-02-04,2.0,9.0,117.45,0.0,sunny,14,
2023-01-01,1.0,6.0,85.36,1.0,nan,15,
2023-02-05,2.0,1.0,77.45,0.0,rainy,19,Check
2023-03-06,3.0,10.0,76.26,1.0,cloudy,17,Check
2023-01-11,1.0,4.0,87.55,1.0,# *,6,Check
2023-02-15,3.0,2.0,67.52,,sunny,12,
2023-03-08,2.0,3.0,115.12,0.0,sunny,14,
2023-01-05,4.0,1.0,32.3,,sunny,15,
2023-01-09,1.0,1.0,69.95,0.0,sunny,17,Check
2023-02-20,3.0,8.0,68.33,0.0,cloudy,19,Check
2023-03-12,1.0,10.0,168.01,1.0,# *,12,
2023-02-15,3.0,3.0,98.95,0.0,sunny,17,
2023-01-02,1.0,4.0,80.85,0.0,nan,13,
2023-02-09,1.0,6.0,83.83,,cloudy,6,
2023-02-15,5.0,6.0,101.82,1.0,nan,6,Check
2023-01-02,5.0,6.0,76.78,1.0,# *,19,
2023-02-27,2.0,10.0,94.11,1.0,sunny,13,
2023-03-08,1.0,4.0,122.23,,rainy,14,
2023-02-12,3.0,8.0,85.69,,rainy,11,Check
2023-02-27,2.0,8.0,104.47,,nan,18,Check
2023-01-09,1.0,10.0,86.65,,cloudy,16,
2023-03-22,4.0,9.0,139.56,,cloudy,16,Check
2023-02-01,3.0,7.0,53.85,1.0,nan,17,
2023-01-05,4.0,5.0,29.02,0.0,# *,5,Check
2023-01-23,4.0,4.0,48.18,,rainy,6,
2023-02-27,2.0,9.0,130.62,1.0,rainy,13,
2023-03-22,2.0,4.0,133.99,,# *,19,
2023-01-16,1.0,9.0,76.33,,rainy,10,
2023-03-05,2.0,1.0,308.5,1.0,sunny,15,Check
2023-01-12,2.0,7.0,57.51,0.0,nan,15,Check
2023-03-08,1.0,7.0,51.99,1.0,# *,5,
2023-02-28,2.0,10.0,95.2,1.0,rainy,17,Check
2023-01-04,3.0,9.0,30.22,0.0,rainy,8,Check
2023-03-21,2.0,1.0,90.71,0.0,rainy,13,
2023-02-02,1.0,4.0,104.43,,# *,6,
2023-01-05,,1.0,74.33,1.0,sunny,14,
2023-01-31,5.0,4.0,74.51,0.0,cloudy,18,# *
2023-03-15,1.0,3.0,142.97,1.0,rainy,14,# *
2023-01-27,2.0,3.0,87.67,1.0,cloudy,7,
2023-02-26,1.0,5.0,125.78,,rainy,12,Check
2023-01-26,5.0,2.0,69.86,1.0,cloudy,9,# *
2023-02-12,3.0,1.0,85.42,,nan,17,
2023-03-13,4.0,10.0,99.01,,nan,5,
2023-01-23,2.0,1.0,60.46,,nan,17,
2023-02-21,4.0,5.0,46.53,,cloudy,11,
2023-01-02,5.0,4.0,59.76,1.0,sunny,16,
2023-01-29,1.0,3.0,118.56,1.0,cloudy,8,
2023-02-26,3.0,,87.95,1.0,rainy,6,
2023-01-12,4.0,1.0,41.04,0.0,cloudy,12,
2023-01-28,1.0,2.0,,0.0,sunny,19,
2023-01-18,5.0,7.0,48.27,,sunny,5,# *
2023-02-23,5.0,9.0,98.62,0.0,rainy,5,Check
2023-01-17,2.0,5.0,64.48,1.0,nan,18,# *
2023-03-16,1.0,4.0,134.96,0.0,sunny,11,Check
2023-03-03,2.0,6.0,53.78,,nan,19,# *
2023-01-25,2.0,9.0,100.98,,rainy,12,
2023-01-09,1.0,2.0,72.96,1.0,cloudy,17,# *
2023-03-24,3.0,7.0,61.39,,# *,15,Check
2023-03-30,5.0,3.0,71.16,0.0,rainy,8,Check
2023-03-08,1.0,10.0,122.87,0.0,# *,12,
2023-02-01,5.0,9.0,73.61,,nan,15,# *
2023-02-06,3.0,8.0,62.06,0.0,# *,10,Check
2023-03-30,5.0,2.0,103.39,0.0,# *,17,
2023-02-09,4.0,7.0,46.85,0.0,rainy,16,
2023-01-01,3.0,3.0,,,rainy,17,Check
2023-01-16,3.0,4.0,40.66,,cloudy,6,
2023-03-23,1.0,4.0,130.22,,nan,9,Check
2023-02-04,2.0,4.0,117.64,1.0,sunny,9,# *
2023-01-27,5.0,5.0,97.62,1.0,sunny,18,
2023-03-08,5.0,6.0,130.6,0.0,sunny,7,
2023-03-25,3.0,9.0,80.84,1.0,cloudy,7,Check
2023-01-03,3.0,1.0,55.57,,# *,16,
2023-01-11,5.0,3.0,54.06,1.0,rainy,17,# *
2023-03-12,5.0,1.0,,0.0,sunny,15,Check
2023-01-03,2.0,1.0,52.42,1.0,# *,7,
2023-03-05,3.0,9.0,68.72,0.0,rainy,19,Check
2023-01-27,4.0,6.0,71.87,,sunny,12,# *
2023-03-18,5.0,8.0,,1.0,cloudy,8,# *
2023-03-19,,2.0,121.15,0.0,sunny,16,Check
2023-02-07,4.0,6.0,82.95,0.0,# *,10,# *
2023-01-02,2.0,10.0,67.75,1.0,# *,12,# *
2023-01-21,2.0,9.0,,0.0,cloudy,16,
2023-01-01,3.0,6.0,62.49,1.0,sunny,5,Check
2023-03-29,4.0,3.0,139.44,0.0,cloudy,14,Check
2023-02-10,5.0,5.0,,1.0,sunny,19,
2023-02-09,3.0,9.0,44.3,0.0,rainy,19,Check
2023-02-26,2.0,2.0,84.05,1.0,rainy,11,
2023-03-19,1.0,1.0,150.36,0.0,rainy,10,
2023-03-06,4.0,10.0,96.18,,sunny,5,# *
2023-01-03,1.0,6.0,73.3,0.0,nan,7,Check
2023-03-31,5.0,10.0,109.39,0.0,nan,9,Check
2023-02-03,2.0,7.0,56.81,,rainy,14,# *
2023-01-03,1.0,7.0,26.36,1.0,# *,10,# *
2023-02-10,2.0,10.0,72.37,0.0,sunny,18,
2023-01-09,1.0,3.0,76.0,0.0,cloudy,10,
2023-02-12,2.0,5.0,106.5,0.0,sunny,13,
2023-03-02,2.0,5.0,94.48,0.0,nan,5,
2023-02-25,2.0,6.0,69.02,,rainy,19,# *
2023-01-25,1.0,7.0,42.05,0.0,nan,13,
2023-01-02,3.0,10.0,54.37,1.0,# *,15,Check
2023-01-12,1.0,,79.34,0.0,# *,14,
2023-02-27,1.0,5.0,112.22,,rainy,6,# *
2023-01-16,1.0,2.0,63.55,1.0,rainy,13,
2023-03-26,1.0,4.0,164.19,1.0,nan,17,
2023-02-14,3.0,3.0,87.6,0.0,# *,13,# *
2023-03-06,4.0,9.0,125.02,1.0,# *,7,# *
2023-03-14,1.0,9.0,121.25,0.0,cloudy,14,
2023-01-02,4.0,,41.65,1.0,cloudy,12,Check
2023-01-28,4.0,4.0,77.08,,# *,7,Check
2023-02-23,1.0,7.0,60.05,,sunny,7,
2023-01-07,5.0,1.0,56.71,0.0,# *,19,# *
2023-02-04,4.0,3.0,114.83,0.0,sunny,14,# *
2023-01-26,1.0,10.0,96.74,0.0,cloudy,18,# *
2023-02-02,4.0,6.0,90.15,,rainy,10,
2023-03-07,2.0,3.0,108.11,1.0,nan,19,# *
2023-01-17,2.0,3.0,72.4,1.0,# *,19,
2023-02-25,3.0,10.0,84.81,1.0,cloudy,19,# *
2023-03-29,4.0,10.0,101.89,1.0,sunny,10,# *
2023-01-12,4.0,10.0,68.47,1.0,cloudy,14,# *
2023-03-18,3.0,,95.11,1.0,# *,8,
2023-01-20,3.0,6.0,61.88,0.0,# *,9,
2023-02-20,4.0,6.0,103.58,1.0,nan,7,# *
2023-01-09,4.0,5.0,39.93,0.0,nan,11,
2023-03-19,5.0,3.0,89.27,1.0,sunny,17,Check
2023-01-14,4.0,,55.36,1.0,nan,9,Check
2023-01-08,1.0,8.0,84.21,1.0,nan,10,Check
2023-01-27,1.0,1.0,89.69,,sunny,12,
2023-03-20,1.0,4.0,,1.0,sunny,10,
2023-03-22,2.0,5.0,104.56,,cloudy,17,
2023-03-11,5.0,6.0,147.6,0.0,sunny,11,# *
2023-02-17,1.0,4.0,109.32,,sunny,19,Check
2023-01-02,2.0,7.0,57.98,,nan,9,# *
2023-02-22,2.0,5.0,95.45,0.0,# *,14,# *
2023-03-24,4.0,7.0,69.21,1.0,sunny,14,Check
2023-02-25,2.0,1.0,94.03,,nan,15,# *
2023-03-31,3.0,6.0,96.67,1.0,nan,14,# *
2023-01-19,1.0,2.0,80.5,,cloudy,12,Check
2023-02-02,1.0,5.0,88.03,1.0,sunny,5,Check
2023-02-03,3.0,10.0,53.77,1.0,nan,15,
2023-01-25,4.0,5.0,33.74,0.0,rainy,16,
2023-03-01,2.0,5.0,,,sunny,14,# *
2023-01-09,5.0,8.0,41.89,1.0,cloudy,16,# *
2023-01-23,3.0,10.0,63.05,1.0,cloudy,17,# *
2023-02-27,1.0,6.0,110.15,,rainy,9,
2023-01-09,4.0,3.0,72.44,,cloudy,14,
2023-02-28,1.0,4.0,124.18,1.0,sunny,12,# *
2023-01-26,4.0,10.0,65.33,,# *,18,# *
2023-01-27,2.0,7.0,61.07,0.0,rainy,11,Check
2023-02-20,1.0,9.0,98.01,1.0,cloudy,7,# *
2023-03-26,3.0,4.0,86.89,1.0,nan,5,# *
2023-02-13,2.0,5.0,,0.0,# *,13,
2023-02-08,2.0,6.0,50.5,,# *,11,
2023-03-05,1.0,10.0,157.57,0.0,cloudy,5,Check
2023-01-13,1.0,7.0,36.17,,cloudy,5,
2023-01-20,2.0,3.0,,1.0,rainy,14,
2023-02-18,2.0,8.0,114.26,,nan,6,
2023-02-26,5.0,3.0,84.11,0.0,cloudy,15,
2023-03-27,3.0,1.0,101.89,1.0,# *,15,# *
2023-02-16,5.0,5.0,100.17,1.0,nan,16,# *
2023-02-23,2.0,5.0,99.43,,# *,14,# *
2023-02-03,4.0,8.0,48.48,,nan,12,Check
2023-02-08,5.0,9.0,75.39,1.0,nan,6,
2023-01-25,4.0,8.0,57.08,,sunny,16,
2023-03-24,4.0,5.0,51.02,0.0,sunny,9,
2023-03-06,2.0,9.0,125.96,1.0,rainy,16,Check
2023-03-04,5.0,10.0,113.93,,cloudy,18,# *
2023-01-15,2.0,6.0,42.6,1.0,rainy,16,
2023-02-05,1.0,10.0,129.26,1.0,nan,15,
2023-03-15,4.0,8.0,73.88,0.0,sunny,18,Check
2023-03-07,4.0,5.0,50.25,,nan,6,Check
2023-02-14,1.0,3.0,,1.0,rainy,13,# *
2023-03-28,3.0,8.0,90.04,,nan,15,
2023-02-18,1.0,4.0,133.13,0.0,rainy,12,
2023-03-25,4.0,4.0,97.92,0.0,nan,10,
2023-02-16,2.0,9.0,106.2,0.0,# *,9,
2023-02-19,4.0,1.0,190.09,0.0,# *,18,Check
2023-01-12,3.0,2.0,40.65,0.0,sunny,6,# *
2023-01-24,3.0,6.0,58.71,1.0,cloudy,7,
2023-03-14,1.0,5.0,120.06,1.0,# *,12,
2023-01-15,2.0,10.0,87.87,0.0,nan,13,
2023-01-07,3.0,3.0,71.86,0.0,cloudy,10,# *
2023-03-27,4.0,9.0,129.71,1.0,rainy,10,Check
2023-02-18,5.0,4.0,88.87,0.0,cloudy,13,# *
2023-03-24,4.0,9.0,139.35,,sunny,18,Check
2023-03-28,2.0,9.0,139.23,1.0,rainy,5,Check
2023-01-13,1.0,3.0,97.88,1.0,rainy,5,Check
2023-02-20,3.0,9.0,55.77,,cloudy,12,
2023-03-12,3.0,5.0,126.21,,# *,8,
2023-02-04,3.0,3.0,95.67,1.0,cloudy,13,Check
2023-02-02,4.0,7.0,48.41,,sunny,17,# *
2023-01-10,2.0,10.0,66.38,0.0,# *,13,Check
2023-03-30,1.0,7.0,,0.0,sunny,9,
2023-02-22,1.0,8.0,101.42,0.0,# *,12,# *
2023-03-04,4.0,2.0,117.11,0.0,cloudy,18,
